Name,Ticker,Sub-Sector,Market Cap,Close Price,PE Ratio,5Y Historical Revenue Growth,1Y Forward Revenue Growth,Total Revenue,PBT,Taxes & Other Items,DII Holding Change – 3M,FII Holding Change – 3M,MF Holding Change – 3M,Promoter Holding Change – 3M,Percentage Buy Reco’s,No. of analysts with buy reco,Percentage Upside
Yes Bank Ltd,YESBANK,Private Banks,42948.34437,17.05,40.36308855,1.66864528,-45.73198142,22423.52,1433.69,369.64,0.242510086,0.770884802,0.012973986,0,0,0,-17.88856305
Colgate-Palmolive (India) Ltd,COLPAL,FMCG - Personal Products,42926.95004,1602.6,39.80910123,4.965767849,4.066686955,5126.04,1409.01,330.69,0.442963469,0.76991309,-0.137976773,0,22.58064516,7,1.08573568
Abbott India Ltd,ABBOTINDIA,Pharmaceuticals,42752.87322,20130.75,53.52807465,11.03723019,10.08310951,4996.48,1079.73,281.03,-0.089461762,0,0.827203642,0,55.55555556,5,7.919476423
Max Healthcare Institute Ltd,MAXHEALTH,Hospitals & Diagnostic Centres,42621.00099,442.9,70.44211386,19.46759551,42.72621107,4058.82,738.9,133.85,1.753718828,25.9261817,1.647726896,-26.83557512,100,8,12.89230075
AU Small Finance Bank Ltd,AUBANK,Consumer Finance,42537.50116,627.35,37.64980365,27.0387224,-21.42776578,6915.42,1454.06,324.24,2.918993143,3.446514575,2.12120137,-2.630482793,54.54545455,12,7.834542122
Tata Elxsi Ltd,TATAELXSI,Software Services,42305.66599,6796.95,76.96697228,14.90649623,23.4728644,2515.33,745.48,195.82,-0.298502933,0.199478326,-0.122164979,0,14.28571429,1,-9.518239799
L&T Technology Services Ltd,LTTS,Software Services,40752.37257,3846.35,42.58346141,15.24637886,18.77687032,6722.1,1309.2,352.2,3.905079399,-0.296361074,-0.917975658,-0.01712069,24,6,-11.73450154
Zydus Lifesciences Ltd,ZYDUSLIFE,Pharmaceuticals,40460.80253,405.35,9.016736686,13.4305038,-7.355322356,17848.3,5083.8,596.5,0.990672061,-0.251381021,0.742091915,0.103265276,46.66666667,14,13.4821759
Bharat Forge Ltd,BHARATFORG,Iron & Steel,39974.35755,848.75,36.9530742,10.22819892,12.59471349,10833.99,1380.51,298.75,0.403424798,0.479456294,-0.85323969,0,71.42857143,20,9.749631811
Balkrishna Industries Ltd,BALKRISIND,Tires & Rubber,39501.92602,2035,27.520187,17.0370861,18.22343651,8733.04,1982.15,546.77,7.749216715,-1.339789803,0.092584627,0,47.82608696,11,3.194103194
Gujarat Fluorochemicals Ltd,FLUOROCHEM,Specialty Chemicals,39048.82577,3486.9,49.60659803,NULL,37.25347217,4114.14,1045.18,258.01,-0.351760583,0.887328175,-0.37780701,0,100,6,31.29140497
MRF Ltd,MRF,Tires & Rubber,38799.40726,92565.15,57.97619244,7.39471283,16.22612334,19633.71,907.93,238.7,0.036381702,0.407460913,0.959387599,-0.062860413,10,1,-18.59139212
Cummins India Ltd,CUMMINSIND,Industrial Machinery,38520.6554,1390.4,41.25415576,4.812915514,9.903851079,6637.62,1206.98,273.24,1.701407287,0.00353824,1.463998557,0,58.33333333,14,2.632336018
Astral Ltd,ASTRAL,Building Products - Pipes,38173.5097,1882.05,78.90349255,18.39554653,17.59353338,4428.9,648.5,164.7,0.770429323,0.186135883,0.497454486,0.11535139,38.0952381,8,8.551845063
Polycab India Ltd,POLYCAB,Electrical Components & Equipments,38128.87381,2528.2,41.9658076,17.26945893,10.48954612,12365.74,1187.91,279.34,1.328999365,0.726745091,-0.673303772,-0.020488072,61.53846154,16,11.73957757
Mphasis Ltd,MPHASIS,IT Services & Consulting,37852.13469,2003.65,26.45374503,13.92175519,17.48662956,12121.89,1912.9,482.02,-0.367666149,0.226356425,-1.271755496,-0.018546534,60.71428571,17,18.28413146
Star Health and Allied Insurance Company Ltd,STARHEALTH,Insurance,37348.97682,642.5,-35.88901182,39.44851743,22.62855452,10610.09,-1396.64,-355.96,-0.645706581,0.698766535,0.236473483,-0.214478242,62.5,10,24.59143969
Tata Communications Ltd,TATACOMM,Telecom Services,37297.34169,1274.2,25.1709735,-3.063487465,3.774580145,17098.76,1999.98,518.22,0.963885965,-0.860030526,0.90847614,0,71.42857143,5,1.239993722
Alkem Laboratories Ltd,ALKEM,Pharmaceuticals,36813.50011,3121.65,22.37059595,13.23498411,5.552643181,10796.84,1844.28,198.66,1.637478359,-1.213135951,1.569412453,0.019654581,43.47826087,10,7.635385133
IDFC First Bank Ltd,IDFCFIRSTB,Private Banks,36634.90875,58,276.9078515,16.21500256,-21.51344489,20345.28,174.96,42.66,-0.344718122,8.295830626,-1.101168591,-0.01320074,50,6,1.724137931
Honeywell Automation India Ltd,HONAUT,Electronic Equipments,36505.71261,41027.8,107.645188,4.361812388,12.11749256,3030.66,457.62,118.49,-0.017949396,0.01136682,0.152666006,0,42.85714286,3,10.35200523
Jubilant Foodworks Ltd,JUBLFOOD,Restaurants & Cafes,36397.52166,546.05,86.58242938,11.29993494,19.41489182,4437.47,563.26,142.88,2.740411842,-1.140692696,1.225279657,0,64.51612903,20,19.03671825
Bandhan Bank Ltd,BANDHANBNK,Private Banks,36118.96489,234.15,287.1370132,31.04263207,-26.83872112,16693.94,128.62,2.83,5.378435239,-1.450530271,0.795977065,-0.000789293,73.07692308,19,40.93529789
Godrej Properties Ltd,GODREJPROP,Real Estate,35899.13083,1278.55,101.8790783,8.330954931,-22.84844664,2585.69,516.33,163.96,-0.381488805,-0.231425251,-0.040983723,0.05541101,33.33333333,7,10.98510031
Power Finance Corporation Ltd,PFC,Specialized Finance,35515.91936,134.5,2.534174209,22.55716024,NULL,76344.92,23382.22,9367.43,4.528113172,0.602457521,-0.737261546,0,100,4,33.82899628
Gujarat Gas Ltd,GUJGASLTD,Gas Distribution,34692.94929,498.7,26.94870106,26.44269612,7.572131,16548.71,1715.16,427.79,3.022189053,-0.152076847,0.606231677,0,53.57142857,15,13.49508723
NMDC Ltd,NMDC,Mining - Iron Ore,34283.84421,117.15,3.655364265,22.25888328,-33.29863817,26600.25,12973.56,3594.51,-1.153379599,0.059100271,-1.27035995,0,68.42105263,13,7.12761417
Shriram Transport Finance Company Ltd,SRTRANSFIN,Consumer Finance,34195.13233,1270.3,12.56665772,12.06616107,-44.09270824,19274.23,3549.25,828.15,-0.708155416,0.674847308,0.283639219,0.074116595,75,24,19.73549555
Indian Bank,INDIANB,Public Banks,33932.02211,267.95,8.192558834,20.43384908,NULL,46268.15,4734.48,592.67,0.466741929,0.500712543,0.960649012,0,90,9,8.229147229
Steel Authority of India Ltd,SAIL,Iron & Steel,33892.93083,82.75,2.768245508,18.48825967,-2.246712306,104753.51,16291.87,4048.4,0.60470118,0.097914415,0.598534752,0,41.66666667,10,8.761329305
Solar Industries India Ltd,SOLARINDS,Commodity Chemicals,33870.76092,3717.25,76.75571275,20.01742153,52.22306523,3967.27,607.42,166.14,-0.131130432,0.01843407,-0.196222668,0,50,3,13.65929114
Hindustan Petroleum Corp Ltd,HINDPETRO,Oil & Gas - Refining & Marketing,33813.73988,238.5,4.635683257,13.09884739,17.66197211,353810.15,9143.62,1849.39,1.574796804,-1.482058336,0.728371862,0,61.29032258,19,0.628930818
Biocon Ltd,BIOCON,Biotechnology,33531.04201,282.1,51.71351327,15.61662878,26.65094621,8396.7,983.1,334.7,0.040792354,-0.511765534,0.16113335,0,63.63636364,14,25.84190004
Lupin Ltd,LUPIN,Pharmaceuticals,33343.18018,751.45,-21.82088177,-1.011210825,-0.966421982,16615.93,-1372.21,155.83,0.730632932,-0.457680296,0.5795536,0.007016826,26.31578947,10,-3.187171468
Bank of India Ltd,BANKINDIA,Public Banks,33323.10661,83.75,9.541142084,-0.013812767,NULL,46372.64,5654.83,2162.26,-0.298456947,0.363490748,-0.148352991,0,66.66666667,2,-4.47761194
Aditya Birla Capital Ltd,ABCAPITAL,Diversified Financials,33104.29648,144.1,19.40496989,30.85605338,19.24498223,22582.25,2286.72,580.75,0.710316494,0.113386052,-0.136960715,-0.005747497,100,7,7.564191534
Dalmia Bharat Ltd,DALBHARAT,Cement,32972.65167,1759.7,28.82224797,8.189178835,15.90447199,11477,1154,10,0.8924557,-0.21970708,0.465733537,-0.029816169,80.64516129,25,10.81434335
Oberoi Realty Ltd,OBEROIRLTY,Real Estate,32929.46327,904.5,31.448551,20.77455416,24.84542216,2992.02,1353.57,306.48,1.798845919,-1.405600813,1.041227367,0,60,15,5.030403538
Vedant Fashions Ltd,MANYAVAR,Textiles,32774.46942,1346.35,104.0756706,12.72586563,25.68185777,1090.77,423.01,108.1,-0.199842121,0.007233942,-0.181160035,0,42.85714286,3,2.870724552
Embassy Office Parks REIT,EMBASSY,Real Estate,32216.06464,340.94,36.26342557,13.33664218,16.47832593,3185.75,896.24,7.85,1.058852788,9.631169868,1.24725052,-8.697241701,100,15,23.64836107
UNO Minda Ltd,UNOMINDA,Auto Parts,31815.03309,557.85,89.41830548,19.7591995,31.39480464,8375.94,494.26,138.46,0.809924226,0.008511687,0.315232814,2.702193477,75,12,12.03728601
Petronet LNG Ltd,PETRONET,Oil & Gas - Storage & Transportation,31647.55771,211.85,9.204928787,11.76569039,31.12632288,43564.95,4559.28,1121.17,1.117243268,-0.0002224,0.025537132,0,60.60606061,20,11.63559122
Indraprastha Gas Ltd,IGL,Gas Distribution,31031.43095,433.5,20.65636067,15.6379172,65.16668475,8112.32,1953.2,450.93,3.484773017,0.646061547,-0.137824128,0,76.66666667,23,4.959630911
Persistent Systems Ltd,PERSISTENT,Software Services,30768.66215,4034.75,44.5670739,14.5049906,40.92926891,5854.71,924.28,233.89,-0.010881256,-0.638456003,-0.325377821,0,60,15,0.142511928
Supreme Industries Ltd,SUPREMEIND,Plastic Products,30548.36719,2371.15,31.54356672,12.33436489,8.688584447,7997.16,1231.78,263.33,-0.547127549,0.532815616,-0.374679782,0,73.91304348,17,2.608438943
APL Apollo Tubes Ltd,APLAPOLLO,Building Products - Pipes,30090.57228,1074.45,53.99445941,27.23422445,16.02918691,13103.82,832.32,275.03,-0.332680673,-1.783469987,-0.175884099,-3.345589358,92.30769231,12,13.17418214
One 97 Communications Ltd,PAYTM,Business Support Services,29942.02485,483.9,-12.5128609,30.22343384,51.82996351,5262.4,-2385.1,7.8,0.191096328,71.80325266,0.120374267,0,63.63636364,7,78.75594131
Aditya Birla Fashion and Retail Ltd,ABFRL,Retail - Apparel,29449.18677,310.35,-270.871843,4.406907765,47.99778131,8239.11,-144.93,-36.21,-0.205597584,0.910039245,-0.600002044,-0.005950004,90.47619048,19,22.44240374
Escorts Ltd,ESCORTS,Tractors,29408.23303,2262.25,39.93133873,12.20532427,7.694680444,7456.45,992.83,256.36,1.451462205,0.487692174,0.61450757,0,19.04761905,4,-17.11791358
REC Ltd,RECLTD,Specialized Finance,29015.30135,109.45,2.891208521,10.05892394,NULL,39339.2,12430.53,2394.83,3.267125002,0.043926786,-0.492183992,-2.53E-08,100,3,23.34399269
Deepak Nitrite Ltd,DEEPAKNTR,Commodity Chemicals,28936.20117,2168.9,27.1283668,36.35818822,16.79084853,6844.8,1434.45,367.81,1.295341014,-0.613224835,0.31357245,0,63.63636364,7,10.44769238
Gland Pharma Ltd,GLAND,Pharmaceuticals,28724.25799,1745.1,23.70653318,25.04401674,-7.806817813,4624.65,1618.55,406.89,4.546351504,-3.315552071,2.939753282,-0.011421107,66.66666667,12,38.96051802
Bharat Heavy Electricals Ltd,BHEL,Heavy Electrical Equipments,28328.38109,81.05,63.51227741,-5.856822933,17.70225596,21616.05,470.46,24.43,1.869210935,0.583177643,1.507751946,0,10,2,-46.94632943
Federal Bank Ltd,FEDERALBNK,Private Banks,28258.46323,132.45,14.34599967,10.83383483,-43.85004902,16502.46,2646.27,676.49,2.129652086,0.191730597,2.142105179,0,89.28571429,25,17.02529256
Voltas Ltd,VOLTAS,Home Electronics & Appliances,27759.16421,825.85,55.06787322,5.397631234,15.17743278,8123.64,697.3,193.21,0.202964029,-0.293744885,-2.218938534,0,37.83783784,14,19.39214143
Aurobindo Pharma Ltd,AUROPHARMA,Pharmaceuticals,27368.75522,466.6,10.33504719,9.712378891,1.92881093,23891.87,3372.74,724.59,-0.735613584,0.690234086,-0.860190628,0,75,21,31.16159451
Coromandel International Ltd,COROMANDEL,Fertilizers & Agro Chemicals,26994.32631,918.5,17.66112709,13.81307061,40.77053367,19258.86,2049.75,521.29,-1.358899328,1.885542909,-0.448704847,-0.033115854,90.90909091,10,27.70821992
Oracle Financial Services Software Ltd,OFSS,Software Services,26703.42628,3094.7,14.13754879,3.167263578,7.246349752,5355.8,2528.28,639.45,-0.066369926,-0.22318137,-0.036073437,-0.024820941,100,1,45.40989434
Timken India Ltd,TIMKEN,Industrial Machinery,26487.59267,3444.45,80.97704883,15.78790869,28.48980623,2217.53,438.18,111.08,-0.493697488,0.25307791,-0.470457267,0,80,4,3.354672009
Tata Chemicals Ltd,TATACHEM,Diversified Chemicals,26450.77626,1038.85,21.03240745,4.678380903,21.22094554,13374.54,1681.69,424.07,0.269493653,-0.060352978,1.096968845,0,85.71428571,6,20.71040092
Mahindra and Mahindra Financial Services Ltd,M&MFIN,Consumer Finance,26444.65424,214.25,23.26093066,9.751080523,-35.39346421,11466.1,1549.42,412.55,4.168118729,-0.624546268,0.204839232,0,46.66666667,14,7.351225204
Motherson Sumi Wiring India Ltd,MSUMI,Cables,26416.11989,59.75,64.31974651,NULL,25.67696381,5665,560.9,150.2,-0.573673234,0.462073808,-0.689028359,-5.71E-08,72.72727273,8,14.76394979
Sona BLW Precision Forgings Ltd,SONACOMS,Auto Parts,26361.05538,450.55,72.91123047,33.7608039,30.98916791,2163.94,432.18,70.63,8.411050237,2.760509145,6.813183257,-13.59328957,60,9,24.29253135
Torrent Power Ltd,TORNTPOWER,Power Transmission & Distribution,26311.28155,537.5,57.95691783,7.388888024,53.51150382,14513.44,563.97,109.99,0.026938302,-0.019777711,0.572855358,0,40,4,-3.255813953
3M India Ltd,3MINDIA,Stationery,26164.5306,23399.95,96.20727533,6.932710167,18.38266686,3372.96,367.51,95.55,0.58125693,0.126541602,0.294680814,0,100,1,17.0942673
Linde India Ltd,LINDEINDIA,Commodity Chemicals,25951.33015,3071.9,51.16486298,5.583929125,0.948240995,2447.69,697.9,190.69,-0.198020213,0.121353043,-0.204214794,0,100,2,18.36322797
Vodafone Idea Ltd,IDEA,Telecom Services,25841.42874,8.05,-0.914889814,1.364084077,10.48300192,38849.1,-28234.1,11.3,-0.876003548,0.044631984,-0.87587901,0,0,0,-31.67701863
Phoenix Mills Ltd,PHOENIXLTD,Real Estate,25827.78401,1445.15,108.8127065,-3.604209304,66.36926158,1557.92,328.05,90.69,0.938031059,-1.005944848,0.65903505,-0.007056436,86.66666667,13,13.65602187
Dixon Technologies (India) Ltd,DIXON,Home Electronics & Appliances,25735.93652,4281.7,135.3312116,34.1998583,44.05352919,10700.89,254.71,64.54,10.51804934,1.196260284,0.446984076,-0.024358828,57.14285714,12,5.098442208
General Insurance Corporation of India,GICRE,Insurance,25617.66353,146.1,10.73544215,9.671763019,-30.46948178,49739.31,3754.64,1368.37,0.168860693,-0.008631783,0.034412449,0,75,3,10.88295688
AIA Engineering Ltd,AIAENG,Industrial Machinery,25027.7913,2699.8,40.38825088,9.634597689,25.08058364,3722.84,781.27,161.59,0.373218426,-0.108260814,0.315054956,0,66.66666667,8,7.804281799
Zee Entertainment Enterprises Ltd,ZEEL,TV Channels & Broadcasters,25007.74661,261.9,25.92550965,1.067181251,0.60043077,8310.7,1415.5,450.9,0.935349126,-0.527881779,0.925485504,0,82.60869565,19,18.36578847
Sundaram Finance Ltd,SUNDARMFIN,Consumer Finance,24846.81012,2262.2,21.17613831,-1.66526608,-41.86762851,5145.67,1416.63,243.29,0.480518859,-0.259839757,0.558638557,0,72.72727273,8,13.38520025
Atul Ltd,ATUL,Diversified Chemicals,24836.43161,8343.35,41.10222688,12.30535905,16.51290888,5165.05,809.74,205.48,0.044213283,0.378952119,0.90436815,0.003388251,44.44444444,4,13.27584244
UCO Bank,UCOBANK,Public Banks,24735.19937,20.25,25.64296016,-0.391485308,NULL,18082.15,1750.36,785.76,0.024063425,0.017671348,0.023808322,0,NULL,0,NULL
GMR Infrastructure Ltd,GMRINFRA,Construction & Engineering,24341.62207,40.6,-23.78760867,-13.3944039,10.07761647,5029.86,-1143.69,-120.4,1.810298206,0.042188106,0.082873067,0,66.66666667,2,3.448275862
Aarti Industries Ltd,AARTIIND,Specialty Chemicals,24326.92442,669.65,18.61009067,17.2040906,-4.513224279,7000.76,1526.8,219.61,-0.0198544,0.283581947,0.005065047,-0.028021205,57.14285714,12,19.46539237
Coforge Ltd,COFORGE,IT Services & Consulting,24257.24866,3977.75,36.6589824,18.0427538,23.30577748,6483.8,861.5,199.8,0.573578051,-0.848967912,1.122351183,-0.028638911,57.14285714,12,3.902960216
SKF India Ltd,SKFINDIA,Industrial Machinery,24219.40939,4829.5,61.32117021,6.358846114,16.7097714,3700.29,530.79,135.83,0.455924934,-0.113509936,0.566350195,0,62.5,5,2.39155192
Laurus Labs Ltd,LAURUSLABS,Pharmaceuticals,24186.64596,450.35,29.22786877,20.64491872,29.28600428,4950.87,1083.85,256.33,0.234326068,0.679662707,0.728895684,0,54.54545455,6,18.79649162
Poonawalla Fincorp Ltd,POONAWALLA,Consumer Finance,24084.07176,313.3,64.20364619,-4.472692107,-16.22644465,2042.53,491.68,116.56,-0.57352375,0.131155512,0.173970991,-0.012341345,62.5,5,14.90584105
Syngene International Ltd,SYNGENE,Labs & Life Sciences Services,24058.36717,600.8,60.78415151,15.46700467,16.03164848,2657,484.4,88.6,2.608257387,2.624243557,1.996426067,-5.429229924,87.5,7,18.09254328
Kansai Nerolac Paints Ltd,KANSAINER,Paints,23936.3986,447.8,66.70121664,9.65021916,6.510998878,7238.92,476.41,117.55,-0.116123789,0.17057086,-0.299122845,0,55,11,19.584636
Max Financial Services Ltd,MFSL,Insurance,23606.64294,684.4,93.1632777,15.38511818,9.735314591,31187.59,388.67,135.28,-21.57285873,22.0132528,0.046097129,0,87.5,14,46.11338399
Sumitomo Chemical India Ltd,SUMICHEM,Commodity Chemicals,23549.19414,467.25,55.59956119,29.56261905,18.28012642,3091.39,575.73,152.18,-0.294491747,0.155299133,0.149337948,0,88.88888889,8,17.28196897
Delhivery Ltd,DELHIVERY,Logistics,23323.77526,336.55,-23.0702334,NULL,13.76969012,7038.43,-1029.32,-18.33,0.270182999,0.001304708,0.259945905,0,69.23076923,9,35.19536473
J K Cement Ltd,JKCEMENT,Cement,23281.22701,3051.55,33.88233061,14.57283622,14.98717064,8133.69,1012.91,325.79,0.829758655,-0.469049054,0.504102261,0,62.5,15,4.258491586
Relaxo Footwears Ltd,RELAXO,Footwear,23221.95718,933.4,99.80211957,10.2322933,4.658590432,2676.99,310.6,77.92,0.371258458,-0.04454094,-0.062426975,0,25,3,-1.971287765
Crompton Greaves Consumer Electricals Ltd,CROMPTON,Home Electronics & Appliances,23034.98027,364.9,39.82672338,6.876043639,33.02943608,5466.76,751.54,173.16,0.465974148,2.418590423,0.549138738,-3.394169102,89.18918919,33,23.32145793
CPSE ETF,CPSEETF,Equity,23025.67314,38.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
Thermax Limited,THERMAX,Industrial Machinery,22848.78539,2029.9,73.16059491,6.354196802,29.46269425,6255.47,410.1,97.79,-0.427350463,0.412517005,0.262887485,0,27.27272727,6,7.813192768
GlaxoSmithKline Pharmaceuticals Ltd,GLAXO,Pharmaceuticals,22505.89181,1329.05,13.28000603,9.183057378,-27.15162757,4700.86,2093,398.28,-0.113805273,0.010680847,-0.234062501,0,42.85714286,3,9.551935593
Devyani International Ltd,DEVYANI,Restaurants & Cafes,22455.95572,186,143.6445706,14.77178544,48.7130238,2103.38,123.14,-33.19,1.211706832,1.432729875,0.964588039,0.001286589,83.33333333,10,18.27956989
IPCA Laboratories Ltd,IPCALAB,Pharmaceuticals,22256.61988,871.95,25.17489354,13.22282716,7.483260859,5896.36,1135.72,251.64,0.297174011,-0.035062878,0.304341806,0,42.85714286,9,11.18756809
Central Bank of India Ltd,CENTRALBK,Public Banks,22167.58147,25.15,20.6058631,-1.30454427,NULL,25889.28,1755.08,679.29,0.034182026,0.012139447,0.033523434,0,NULL,0,NULL
Metro Brands Ltd,METROBRAND,Footwear,22136.01689,815.4,104.6175003,6.170949468,44.887519,1401.57,283.14,71.55,-0.153439134,0.038810437,0.36351281,-0.013327729,75,6,18.10154525
Fortis Healthcare Ltd,FORTIS,Hospitals & Diagnostic Centres,22070.36064,294.25,39.75781928,3.467247224,0.718961824,6297.97,987.79,432.67,2.429925559,0.926421553,0.646554781,0,100,9,18.94647409
Bata India Ltd,BATAINDIA,Footwear,21984.72784,1711.45,213.4232389,-0.615152743,42.79926833,2443.71,139.72,36.71,-1.136501951,1.032030956,0.008686854,0,75,12,19.81068684
L&T Finance Holdings Ltd,L&TFH,Diversified Financials,21980.63166,87.15,20.54053477,7.876286137,-41.38407929,12523.56,1422.86,352.75,0.016768304,0.145532491,0.037681434,-0.029763049,81.81818182,9,6.138841079
Oil India Ltd,OIL,Oil & Gas - Exploration & Production,21974.20312,202.75,3.908866844,18.7315016,22.73638036,27160.04,8990.22,3368.59,-0.163154051,-0.636264843,-0.206308215,0,81.25,13,25.77065351
Vinati Organics Ltd,VINATIORGA,Specialty Chemicals,21962.18282,2172.2,63.36097979,20.74190503,25.95292349,1676.42,449.25,102.63,-0.126439393,0.101428216,-0.134207286,0,75,9,6.343798914
CRISIL Ltd,CRISIL,Stock Exchanges & Ratings,21682.58981,2938.1,46.54814154,8.697337755,14.97278763,2423.53,618.44,152.63,5.595656583,0.114584368,1.122615097,-0.020290094,100,1,19.12460434
Navin Fluorine International Ltd,NAVINFLUOR,Specialty Chemicals,21626.67291,4299,82.20881479,13.35973271,32.05992309,1492.58,344.23,81.16,1.882299199,-1.353320388,1.445945688,-0.303525001,57.14285714,12,6.303791579
LIC Housing Finance Ltd,LICHSGFIN,Home Financing,21468.12691,386,9.392569689,7.245620766,-69.51731315,20005.31,2787.25,501.6,1.473665198,0.301068059,1.432474644,0,63.33333333,19,16.58031088
Endurance Technologies Ltd (CN),ENDURANCE,Auto Parts,21401.30894,1504.75,46.45389395,6.195002446,20.08608491,7590.18,586.14,125.44,-0.449046076,0.447108109,0.275498474,0,83.33333333,15,9.719222462
Grindwell Norton Ltd,GRINDWELL,Industrial Machinery,21378.21312,1927.9,72.31163956,9.804163215,20.97925793,2065.85,395.88,100.24,0.102922688,0.08314216,0.096394509,0,57.14285714,4,6.852015146
Rajesh Exports Ltd,RAJESHEXPO,"Precious Metals, Jewellery & Watches",21064.04536,713.8,20.87222957,0.081503947,10.98161684,243168.2,1038.33,29.14,-0.033013281,-0.073307603,0.00952415,0,NULL,0,54.10479126
Pfizer Ltd,PFIZER,Pharmaceuticals,20577.65311,4560.6,33.59287762,3.997039459,-3.794078485,2673.64,772.89,160.33,0.057511048,-0.008339211,-0.655669662,0,83.33333333,5,17.22141823
Bayer Cropscience Ltd,BAYERCROP,Fertilizers & Agro Chemicals,20381.01551,4519.55,31.58378353,11.0297755,10.36410521,4847.5,846.8,201.5,-0.339098589,0.141401962,-0.330258324,0,55.55555556,5,21.69353144
Mindspace Business Parks REIT,MINDSPACE,Real Estate,20155.50197,334.32,47.55899474,NULL,20.08580029,1777.2,714.3,290.5,-0.028637739,9.021245153,0.009306629,0,72.72727273,8,13.89792899
PB Fintech Ltd,POLICYBZR,Online Services,20107.77164,460.35,-24.14158989,63.48148729,49.16094512,1550.28,-833.39,-0.48,1.891215944,-1.822995225,2.16038536,0,90.90909091,10,41.19691539
Dr. Lal PathLabs Ltd,LALPATHLAB,Hospitals & Diagnostic Centres,20077.35762,2413.8,58.22224109,17.88619574,-2.25518234,2139.96,474.99,130.15,-0.257143579,0.890990133,-0.074559809,0,26.31578947,5,-10.92882592
